# Result of 'intser'
# Date/time = Tue Jan 24 09:57:51 CET 2023
# Data set list (full path) = C:\Users\courtade\AppData\Local\Temp\topspin-dataset-list-7373343897086995002.txt
# Region to calibrate = 0
# Value of region to calibrate = 1.0
# Global scaling = yes

# --- Integral info --- 
# A 1.0 #regions in PPM
# # low field   high field  bias        slope
#   8.215437113415968  8.158648377608944  -0.0  -0.0  # for region 1
#   8.036958229451038  7.995718790353081  -0.0  -0.0  # for region 2
#   7.965972309692259  7.929465265244888  -0.0  -0.0  # for region 3
#   0.08392113180371151  0.061962820624996015  -0.0  -0.0  # for region 4

# Spectrum#; Integral 0; Integral 1; Integral 2; Integral 3;
73;0.2262360387990121;-0.004424429726464416;-0.5257275356913124;-95.30637183479924;
74;0.23797181018594693;-0.04062738966507213;-0.4756172502340025;-95.19381452688664;
75;0.16613270090535184;-0.0258068241176689;-0.32177737273665424;-95.20435270419615;
76;0.18907348559783338;-0.007019126537009533;-0.48670624491910275;-94.91519797845686;
77;0.278935328564462;-0.044666897800335746;-0.48012516999574145;-94.99319176712352;
78;0.21355016165351473;-0.03181539594200478;-0.5633425072979236;-95.08608147922656;
79;0.14725690507318526;-0.17801186913858613;-0.5473414251803236;-95.1522332364614;
80;0.14656160656513592;0.006565623845404646;-0.6217882427055326;-94.96840444307945;
81;0.13066597127780144;-0.035738343313735765;-0.5717126544057394;-95.0499435764583;
82;0.17100792260799016;-0.026332973982824363;-0.564385319524226;-95.08797898002825;
83;0.1654409263273628;-0.12328930137544411;-0.671162297851785;-94.76548896020479;
84;0.03830783047077266;-0.04033490347006814;-0.721581604868228;-94.68505064836246;
85;0.041672370463719376;-0.21777399843808576;-0.6278770517066258;-94.69153007145717;
86;0.09105374454163563;-0.03328053763245572;-0.8039488618112512;-94.64155125569826;
87;0.13977153548204516;-0.1322460473025264;-0.7561828030586628;-94.58958060624066;
88;0.14773371991749665;-0.20203558464574878;-0.7889428833283681;-94.91256370520102;
89;-0.014138278473422654;-0.1719482697910011;-0.8186225065822947;-94.82097947364954;
90;-0.07481764339616861;-0.23199793551912776;-0.9118353359647151;-94.9152202063234;
91;0.030643282589644036;-0.24463529085841038;-0.9187311249496145;-94.81096365120356;
92;-0.006833442529986611;-0.17196480515513018;-0.9293864051657561;-95.02484452013967;
93;-0.13042878367758967;-0.24684967429398738;-0.9038804704609273;-94.60368771148663;
94;0.036947864539044195;-0.2652679013614026;-1.0711782368585192;-94.68426860696063;
95;-0.07345903282215566;-0.32266757168419186;-1.0915839604799376;-94.60625042185508;
96;-0.12151296955351534;-0.3040994420534428;-1.0670999654925926;-94.61683169953996;
97;-0.18805723838275465;-0.34684905082943823;-1.110270548375021;-94.6882194747013;
98;-0.001044167584017947;-0.43255672239807236;-1.2436206700725903;-94.7100792260799;
99;-0.20287455107164068;-0.2863250099008881;-1.1917226677885413;-94.7955288375395;
100;-0.20372517357388584;-0.441913569922769;-1.3214344672346339;-95.10897184461203;
101;-0.16680685583303945;-0.5697601260807961;-1.3534328364682304;-94.9924834571814;
102;-0.15394478218452762;-0.5513128943582692;-1.3604405780004298;-95.09058533291515;
103;-0.29626140838473075;-0.3866664787237301;-1.493131453705182;-95.0085512228986;
104;-0.17514908257191594;-0.49228950549231604;-1.4852085746434798;-95.04788885416161;
105;-0.4289994505379821;-0.5515419498121881;-1.5016103005017805;-94.95315558449394;
106;-0.48785314861795526;-0.4970221435632842;-1.5674557468929102;-94.8920069947301;
107;-0.42634918406110167;-0.6877139262734195;-1.6453313483667804;-95.05241141178668;
108;-0.41469581842326897;-0.6448534492362966;-1.7012295534123434;-94.91379518322132;
109;-0.4734280764519337;-0.6473161342053524;-1.6812439906827288;-94.83639558337713;
110;-0.5232117206998091;-0.7462965528102935;-1.8523782326298033;-95.0646717066095;
111;-0.511778736226516;-0.7658090956972;-1.8638944360668277;-95.06791995691046;
112;-0.5696497999627548;-0.7501964591008611;-1.8221914345187382;-95.40546745881;
113;-0.5318808597196633;-0.7943849156276268;-1.8994224278631187;-95.24813292697901;
114;-0.5323237906210873;-0.8402358539282196;-2.023926942966276;-95.4024208857371;
115;-0.5323481870599661;-0.8194498169318334;-2.053088819572883;-95.40184106370641;
116;-0.6262793560315993;-0.9739483982789126;-2.1737289387576193;-95.63853666906745;
117;-0.6870473613489387;-0.8905315523210094;-2.1351939503337296;-95.66448038431439;
118;-0.7118018857362967;-0.9278133770011517;-2.240727794564636;-95.73102058707047;
119;-0.7475676072758854;-0.9140331840361631;-2.3616509124403677;-95.94982194665691;
120;-0.6925338493812656;-0.9251473883747715;-2.2342697861218417;-96.08951487139146;
121;-0.7288596047288972;-0.9541658681350792;-2.4054297798655107;-96.17763914576682;
122;-0.8691141897007452;-1.0119610318392502;-2.4383939770071694;-96.38017838133965;
123;-0.9961814151723621;-1.0684561364227176;-2.5226359647422663;-96.45814831571052;
124;-0.8728514530654532;-1.0818524920826778;-2.6823505047216596;-96.67468595684053;
125;-0.9912007466394582;-1.1022836964291474;-2.659266865325965;-96.6971317648953;
126;-1.0145088332728391;-1.1489058332698574;-2.7074303149607366;-96.82484278528179;
127;-1.0448458050187812;-1.1987607693335678;-2.7575958990128386;-97.1008437643922;
128;-1.0375713290881723;-1.2711433770580767;-2.8558867116121354;-97.08515034847602;
129;-1.050654597115853;-1.186850156801334;-2.908578953517465;-97.17867572334764;
130;-1.1516474508567622;-1.230691912824476;-2.9938501999017095;-97.37467562901473;
131;-1.1055886006826123;-1.3105715462164782;-3.0211449357194495;-97.54207640259871;
132;-1.1460584977811439;-1.4085004783057378;-3.2553404482384822;-97.77034358047015;
133;-1.1323639634237745;-1.2794736766490569;-3.0944749384870898;-97.82734179383762;
134;-1.289667864170387;-1.3526871186531648;-3.198602192480855;-97.93128336382436;
135;-1.1599818165208888;-1.387693839872076;-3.286951185165447;-98.20802192860354;
136;-1.3201387452586197;-1.3278932888920574;-3.346042341917175;-98.35887649519674;
137;-1.2695437838822485;-1.3851745009505123;-3.378508309562618;-98.4549098239851;
138;-1.251610774876981;-1.4218109042865357;-3.4313818983302804;-98.46030414769278;
139;-1.4124331842530202;-1.5334338285900782;-3.6112763593356902;-98.53560538272184;
140;-1.2517910374531418;-1.5022557218458996;-3.5970421215360107;-98.4549456054288;
141;-1.3744858789345695;-1.5715058268183546;-3.6004549122636287;-98.49400755693247;
142;-1.4461721038648567;-1.5773414549981932;-3.696056966226925;-98.63389050281873;
143;-1.2268196558313045;-1.4858163170431082;-3.7005356102620093;-98.68356436309165;
144;-1.4010826055288295;-1.533001469478835;-3.776845231431396;-98.53347150753457;
145;-1.5325845614455487;-1.6213997971842713;-3.885274390814144;-98.5887229358783;
146;-1.4365493351563798;-1.6996576095339113;-3.891004301092174;-98.51530971414692;
147;-1.3820045903255107;-1.689221626196137;-4.0248423515673215;-98.59800632301481;
148;-1.3865165761603961;-1.6017869578264181;-4.021625545565365;-98.48659022629866;
149;-1.5248823346199292;-1.7186117450420337;-4.060665811345591;-98.42079330171374;
150;-1.5449874399000505;-1.7422939104048913;-4.182013698329359;-98.36647327519209;
151;-1.425401517946427;-1.8103607880917185;-4.220316378440812;-98.44391001183769;
152;-1.5150248179551284;-1.8572146911017784;-4.222832193432316;-98.29706513551001;
153;-1.5182015053687075;-1.7004228445000804;-4.357922323365038;-98.27025236489591;
154;-1.6263292331955295;-1.750666497156595;-4.470701367799899;-98.2148664850668;
155;-1.6260017787714658;-1.8896440640889027;-4.491248861838359;-98.16029598843933;
156;-1.7724489931454137;-1.9725122612435733;-4.6086271771449825;-98.22317753857823;
157;-1.7607704178540728;-2.0462166138122337;-4.625000711562801;-98.10979969710465;
158;-1.6614812487615418;-1.9197682446735118;-4.718725052947049;-98.18796670048735;
159;-1.836021233576114;-2.1445781760842793;-4.785836674515995;-98.15611389667241;
160;-2.0005071748571384;-2.0940992333283543;-4.9665503137246505;-98.24326502420804;
161;-1.8528084231687016;-2.1054389691908217;-4.8908958724749345;-98.22959976557732;
162;-1.9280752321117856;-2.1343538996216656;-5.112861992327049;-98.1990993376909;
163;-2.0354539892650245;-2.278763198134594;-5.132529588136608;-98.1989244965456;
164;-2.085369103211303;-2.242751072562328;-5.319538863933741;-98.19460524257785;
165;-1.8528938107047779;-2.181812292172836;-5.317953095406611;-98.34641018600115;
166;-1.9881674560721787;-2.2047942797398687;-5.320320634264039;-98.41803406447653;
167;-2.2274208925138983;-2.506087318107606;-5.604330964258404;-98.36998880203456;
168;-2.1663159452684866;-2.464828602818656;-5.619499585667146;-98.64026231051082;
169;-1.970091863435241;-2.3552102525763314;-5.761632425361128;-98.84493786091481;
170;-2.077651425307727;-2.4725305585727324;-5.7767780056887075;-99.11045894309747;
171;-2.1385544242535297;-2.479534234031785;-5.974320308436044;-99.10655307323296;
172;-2.3653410093565763;-2.550678315875874;-6.074858304127633;-99.33424585050459;
173;-2.259943785183392;-2.4487353563764023;-6.128248826327986;-99.42210555905388;
174;-2.4823609680832233;-2.673818798974157;-6.435496764354525;-99.52419625254434;
175;-2.385867630886217;-2.6261305377544377;-6.411690448224928;-99.70488332674178;
176;-2.5589872008149492;-2.823873975586755;-6.706121039407567;-99.75830963038581;
177;-2.7272095922460524;-2.860579231094725;-6.87767490010336;-99.82026276048958;
178;-2.704561022677032;-2.960308349301706;-6.928168480722611;-99.94807326413238;
179;-2.692081973118919;-2.9166671862204576;-7.031266476067229;-100.06383978804374;
180;-2.8972525001606098;-3.112504720033244;-7.282416971464027;-100.12345899216142;
181;-2.800823677990861;-3.04710057811428;-7.319136322692239;-100.35650407705154;
182;-3.0850806830894455;-3.1858406863748328;-7.50514480235225;-100.43678083025418;
183;-3.0351658402147104;-3.2351822129359133;-7.687667573039549;-100.55758657415176;
184;-3.108587194092375;-3.30575758668258;-7.796910489194682;-100.56347885628409;
185;-3.1614076528375903;-3.340702774661208;-7.885990019687926;-100.75546446346945;
186;-3.3480371574028416;-3.4835761818109368;-8.186829555364058;-100.83903202520531;
187;-3.2414895056007444;-3.423444381405251;-8.330608883610825;-100.92612568557381;
188;-3.3976879765945984;-3.612366338010492;-8.386274509272408;-100.8572060168124;
189;-3.4527190237737875;-3.6059782660258173;-8.59362824652222;-100.94955006189919;
190;-3.469446035483807;-3.776905409313964;-8.63444701269672;-101.01128823226928;
191;-3.827505249978111;-3.9704854593158205;-8.968240715867417;-100.88220477666009;
192;-3.6733452369883626;-3.9340900385816124;-9.122137247317273;-100.82991887099786;
193;-3.803972173963958;-3.9843621537501526;-9.350096487915765;-101.14915630337568;
194;-4.052918586643817;-4.126068055763754;-9.569672298900832;-101.37194837821961;
195;-3.92318103540113;-4.1761628901431065;-9.586729204678804;-101.36287913760215;
196;-3.9665917876707444;-4.1630237813775475;-9.844359665313387;-101.49057091190906;
197;-3.975101536623256;-4.229003950325597;-9.944720109144246;-101.3973206746537;
198;-4.082618269191933;-4.368514443911638;-10.098215996853401;-101.5079100031634;
199;-4.228313531105324;-4.2326821200939095;-10.286351845983654;-101.59963952906199;
